Event Date,First Name,Last Name,Position,Height,Weight,Wingspan,Hand Span,Reach,10,20,40,5_10_5_10,5_10_5_20,3_Cone,VJ_Max,VJ_VJ,Broad Jump,40 P,VJ_P,BJ_P,Shuttle_P,Total P,PI Grade,Name,,,,,
1/5/19,Joel,Williams,,68.5,153,71,9.25,88,2.624,3.744,5.753,2.382,4.558,7.555,118,30,107,11.24,44.23,39.1,41,136,33.99,Joel Williams,,,,,
1/5/19,Swanson,Nunnery,,70.5,154,67.5,9.25,84,1.924,3.182,5.472,2.693,5.194,8.277,115,31,99,28.71,44.99,33.15,28,135,33.75,Swanson Nunnery,,,,,
1/5/19,Zavion,Reese,,74.5,166,77,9.25,93,1.811,3.031,5.18,2.547,4.632,8.079,111.5,18.5,103,37.11,19.38,35.2,43,134,33.61,Zavion Reese,,,,,
1/5/19,Jaelon,Brown,,72.5,168,73.5,9,92,1.951,3.139,5.447,2.604,4.942,8.12,116.5,24.5,96,30.04,33.87,33.23,36,133,33.19,Jaelon Brown,,,,,
1/5/19,Keanu,Tanuvasa,,69,149,71,8.75,87,1.69,2.749,4.765,2.418,4.746,7.56,105,18,107,40.99,18.02,37.73,36,132,33.11,Keanu Tanuvasa,,,,,
1/5/19,Ken,Seals,,73,143,75,9,92,1.914,3.132,5.415,2.346,4.599,7.544,121.5,29.5,103,27.08,36.9,30.81,38,132,33.11,Ken Seals,,,,,
1/5/19,Christian,Laliberte,,70,146,69.5,8.75,89,1.708,2.832,4.916,2.436,4.538,8.091,115.5,26.5,78,38.91,33.91,19.49,40,132,33.08,Christian Laliberte,,,,,
1/5/19,Andrew,Hobson,,61,188,71.5,8.75,87,2.108,3.387,5.845,2.881,5.164,8.817,105,18,72,26.65,35.07,33.31,35,130,32.5,Andrew Hobson,,,,,
1/5/19,Seth,Johnson,,0,0,0,0,85,1.746,2.859,4.859,2.508,4.574,7.245,125,40,112,,,,,0,0,Seth Johnson,,,,,
1/5/19,Andrew,Butler,,65,178,69,8.75,83,2.046,3.386,5.947,2.498,4.926,9.248,104,21,74,27.6,35.34,28.88,38,130,32.49,Andrew Butler,,,,,
1/5/19,Johnathan,Hernandez,,72,217,75,9.5,93,2.167,3.594,6.391,2.986,5.64,9.458,112,19,74,28.32,36.42,32.8,31,129,32.13,Johnathan Hernandez,,,,,
1/5/19,Diego,Pavia,,69,147,70.5,8.75,84,1.807,3.035,5.278,2.715,4.93,7.957,112.5,28.5,88,33.08,39.1,26.29,31,130,32.47,Diego Pavia,,,,,
1/5/19,Kyle,Adams,,0,0,0,0,93,1.624,2.701,4.637,2.418,4.569,7.739,131.5,38.5,112,,,,,0,0,Kyle Adams,,,,,
1/5/19,Iwuan,Jackson,,70,145,72,8.5,90,1.834,3.072,5.36,2.581,4.807,8.202,114,24,100,31.21,28.49,31.94,33,125,31.26,Iwuan Jackson,,,,,
1/5/19,Nathaniel,Sky-Eagle,,74,222,75,9.25,,1.964,3.266,5.633,2.701,5.21,8.736,119.5,,94,38.91,-2.93,43.97,40,120,30.04,Nathaniel Sky-Eagle,,,,,
1/5/19,James,Avery,,69,142,0,8.75,87,1.883,3.101,5.373,2.692,4.843,8.253,113.5,26.5,93,28.24,33.6,27.96,32,122,30.45,James Avery,,,,,
1/5/19,Timothy,Marwitz,,71.5,143,72,8.5,90,1.902,3.147,5.512,2.406,4.702,7.807,117,27,92,27.6,32.93,25.65,35,121,30.35,Timothy Marwitz,,,,,
1/5/19,Jack,Monday,,0,0,0,0,82,1.808,2.956,5.128,2.184,4.413,7.701,119,37,104,,,,,0,0,Jack Monday,,,,,
1/5/19,Trevor,Robinson,,0,0,0,0,85,1.714,2.806,4.851,2.688,4.727,7.55,121,36,106,,,,,0,0,Trevor Robinson,,,,,
1/5/19,Christopher,Goodin,,65.5,182,67.5,9.5,83,1.806,2.927,5.063,2.734,5.07,8.151,,,104,41.03,-7.22,46.76,36,116,29.08,Christopher Goodin,,,,,
1/5/19,Aaron,Gunn,,72.5,186,73,9.5,,1.839,3.021,5.202,2.451,4.683,8.211,120,,102,39.71,-11.65,41.05,46,115,28.87,Aaron Gunn,,,,,
1/5/19,Ambrose,Fletcher,,75,189,79,10.25,91,1.864,3.039,5.227,2.512,4.74,7.701,,,109,38.75,-12.8,43.84,45,115,28.81,Ambrose Fletcher,,,,,
1/5/19,Brendan,Pernecky,,72,196,71.5,9,,1.91,3.185,5.534,2.601,4.846,8.465,120,,98,37.35,-8.5,41.56,44,115,28.63,Brendan Pernecky,,,,,
1/5/19,Bronson,Mcclelland,,67.5,133,70.5,9,84,2.021,3.31,5.672,2.49,4.709,7.852,110.5,26.5,98,21.39,32.31,29.85,33,116,29.04,Bronson Mcclelland,,,,,
1/5/19,Westley,Neal,,0,0,0,0,90,1.697,2.776,4.731,2.346,4.379,7.212,123.5,33.5,108,,,,,0,0,Westley Neal,,,,,
1/5/19,Jben,Haynes,,66.5,134,68,8.75,85,1.825,3.01,5.222,1.923,5.21,8.443,111,26,96,29.27,32.34,29.73,24,116,28.9,Jben Haynes,,,,,
1/5/19,Graham,Barton,,0,0,0,0,89,1.771,2.964,5.173,2.307,4.476,8.085,123.5,34.5,104,,,,,0,0,Graham Barton,,,,,
1/5/19,Jonah,Laban,,69,169,70,8.5,,1.687,2.765,4.727,2.69,4.873,7.246,121,,109,46.74,-13.56,43.73,37,114,28.58,Jonah Laban,,,,,
1/5/19,Ethan,Howard,,67,145,67,8.5,85,1.92,3.175,5.498,2.572,4.83,8.441,107.5,22.5,87,27.2,27.77,26.81,33,115,28.68,Ethan Howard,,,,,
1/5/19,Tyjuan,Moss,,0,0,0,0,86,1.695,2.853,4.991,2.477,4.562,7.568,119,33,108,,,,,0,0,Tyjuan Moss,,,,,
1/5/19,Charles,Wright,,0,0,0,0,88,1.897,3.103,5.22,2.651,4.828,7.652,121.5,33.5,105,,,,,0,0,Charles Wright,,,,,
1/5/19,Ronald,Cole,,71,180,70,0,,1.864,3.01,5.115,2.453,4.57,7.778,117.5,,97,36.9,-12.12,37.89,48,111,27.74,Ronald Cole,,,,,
1/5/19,Cade,Mendoza,,0,0,0,0,94,1.778,2.92,4.928,2.396,4.367,7.494,127,33,104,,,,,0,0,Cade Mendoza,,,,,
1/5/19,Jordan,Dingle,,0,0,0,0,89,2.714,3.827,5.986,2.364,4.563,7.289,123,34,100,,,,,0,0,Jordan Dingle,,,,,
1/5/19,Stemarion,Edwards,,73,166,0,0,,1.715,2.83,4.771,2.285,4.664,8.005,125.5,,114,43.7,-17.55,42.73,42,111,27.69,Stemarion Edwards,,,,,
1/5/19,Brady,Dean,,70,145,72.5,9,89,1.901,3.174,5.493,2.688,5.12,8.321,113.5,24.5,90,28.03,29.52,26.17,28,111,27.84,Brady Dean,,,,,
1/5/19,Devin,Luckett,,0,0,0,0,91,1.789,2.963,5.121,2.425,4.463,7.825,123,32,106,,,,,0,0,Devin Luckett,,,,,
1/5/19,Josh,Fryar,,72,247,74,9.25,93,2.184,3.631,6.331,3.05,5.695,9.741,,,67,31.48,5.54,36.03,34,107,26.82,Josh Fryar,,,,,
1/5/19,Daijhae,Abate,,76,187,0,8.75,93,1.858,3.055,5.326,2.492,4.738,8.078,,,101,38.71,-14.14,37.95,45,108,26.88,Daijhae Abate,,,,,
1/5/19,Will,Stein,,69,150,72,9.25,,1.756,2.837,4.831,2.23,4.258,7.602,123.5,,112,36.78,-18.79,40.86,50,109,27.15,Will Stein,,,,,
1/5/19,Damario,Strong,,0,0,0,0,95,1.859,3.074,5.277,2.635,5.064,8.108,126.5,31.5,103,,,,,0,0,Damario Strong,,,,,
1/5/19,Elijah,Lee,,70,156,71,9.25,84,1.777,2.861,4.801,2.312,4.356,7.485,,,110,36.91,-17.93,40.37,48,108,26.92,Elijah Lee,,,,,
1/5/19,Corey,Yeoman,,0,0,0,0,90,1.763,2.858,4.894,1.773,3.955,7.877,120,30,105,,,,,0,0,Corey Yeoman,,,,,
1/5/19,Samuel,Scott,,69,130,69.5,8.25,88,1.848,3.006,5.205,2.722,5.01,8.028,112,24,98,27.35,25.15,27.94,26,107,26.73,Samuel Scott,,,,,
1/5/19,Demertrius,Ardister,,71.5,169,72,8.25,90,3.245,4.523,6.992,2.668,4.912,8.59,114,24,86,6.57,33.91,28.49,37,105,26.37,Demertrius Ardister,,,,,
1/5/19,Shamar,Garrett,,69,181,70,9,85,1.848,3.059,5.327,2.661,4.945,8.006,,,95,38.08,-10.26,38.56,38,105,26.18,Shamar Garrett,,,,,
1/5/19,Kairon,Martin,,73.5,208,74.5,9.5,92,2.122,3.503,6.105,2.813,5.157,9.165,,,95,28.9,-6.38,41.55,39,103,25.72,Kairon Martin,,,,,
1/5/19,Kenneth,Phillips,,0,0,0,0,83,1.986,3.212,5.515,2.617,4.835,7.585,114,31,97,,,,,0,0,Kenneth Phillips,,,,,
1/5/19,Cody,Duncan,,70.5,159,73,9.5,,1.775,2.909,4.978,2.407,4.662,7.478,118.5,,112,37.75,-17.5,41.86,40,102,25.57,Cody Duncan,,,,,
1/5/19,Renard,Gwynn,,0,0,0,0,87,1.846,3.06,5.174,2.623,4.852,8.421,114,27,106,,,,,0,0,Renard Gwynn,,,,,
1/5/19,Bryan,Felter,,0,0,0,0,87,1.897,3.048,5.13,2.372,4.534,8.296,116.5,29.5,97,,,,,0,0,Bryan Felter,,,,,
1/5/19,Tavion,Banks,,68.5,172,69.5,9,96,1.79,2.976,5.153,,,7.452,113,17,95,39.82,22.68,36.78,,99,24.82,Tavion Banks,,,,,
1/5/19,Charles,Toombs,,0,0,0,0,91,1.777,2.955,5.038,2.442,4.784,7.509,118,27,102,,,,,0,0,Charles Toombs,,,,,
1/5/19,Jayden,York,,67.5,158,68.5,8.75,,1.741,2.824,4.877,2.441,4.721,7.314,115,,97,39.76,-15.41,35.33,38,98,24.53,Jayden York,,,,,
1/5/19,Isaac,White,,67,154,69.5,9,86,1.74,2.86,4.889,2.385,4.586,7.823,,,96,38.82,-16.11,34.18,41,98,24.44,Isaac White,,,,,
1/5/19,Michael,Gonzaque,,0,0,0,0,88,1.868,3.041,5.284,2.41,4.641,8.15,116,28,96,,,,,0,0,Michael Gonzaque,,,,,
1/5/19,Cannon,Turnet,,74.5,168,78,,,1.84,3.047,5.369,2.415,4.583,7.995,126.5,,100,35.81,-18.18,33.95,45,96,24.07,Cannon Turnet,,,,,
1/5/19,Zachary,Bassham,,72,164,71.5,9.5,89,1.854,2.986,5.114,2.78,4.926,7.708,121.5,32.5,,34.17,49.65,-22.73,35,96,24.06,Zachary Bassham,,,,,
1/5/19,Christian,Terrell,,69,162,71,8.75,,1.832,2.996,5.172,2.444,4.62,8.322,114.5,,96,34.98,-15.49,34.54,42,96,24.02,Christian Terrell,,,,,
1/5/19,Taran,Birdi,,69.5,161,71.5,9.25,,1.805,2.99,5.235,2.346,4.552,7.872,114.5,,92,36.35,-16.16,31.59,44,95,23.87,Taran Birdi,,,,,
1/5/19,Kole,White,,69.5,154,73.5,9,,1.666,2.792,4.811,2.725,4.831,8.045,121,,100,44.22,-18.09,34.51,35,96,23.9,Kole White,,,,,
1/5/19,Jashaud,Stewart,,73,164,74.5,9,91,1.899,3.032,5.029,2.604,4.745,7.811,,,113,31.8,-18.1,41.67,39,95,23.67,Jashaud Stewart,,,,,
1/5/19,Xavier,Harris,,70.5,169,71.5,8,,1.796,2.975,5.187,2.647,4.882,9.008,117.5,,93,38.74,-14.75,33.32,37,94,23.62,Xavier Harris,,,,,
1/5/19,John_Paul,Raiger,,0,0,0,0,91,1.943,3.189,5.562,2.939,5.601,9.239,117.5,26.5,97,,,,,0,0,John_Paul Raiger,,,,,
1/5/19,Jadon,Franco,,72,183,75,9.75,90,1.89,3.045,5.235,2.779,5.284,DQ,,,96,35.99,-12.08,37.25,32,93,23.23,Jadon Franco,,,,,
1/5/19,Aidan,Ewers,,69.5,145,71.5,8.25,,1.782,2.896,4.914,2.242,4.385,7.417,122,,106,34.02,-20.56,35.79,44,93,23.32,Aidan Ewers,,,,,
1/5/19,Zaire,Leonard,,0,0,0,0,93,2.037,3.296,5.631,2.979,5.291,8.345,120.5,27.5,91,,,,,0,0,Zaire Leonard,,,,,
1/5/19,Rhema,Henry,,0,0,0,0,99,1.993,3.244,5.569,,,,125,26,96,,,,,0,0,Rhema Henry,,,,,
1/5/19,Maason,Smith,,68,147,68.5,8,,1.752,2.93,5.087,2.433,4.536,7.621,114,,100,36.3,-18.83,34,40,92,22.95,Maason Smith,,,,,
1/5/19,Darius,Jones,,70,156,72,9.25,,1.797,2.937,4.95,2.518,4.94,7.788,120.5,,110,35.7,-17.93,40.37,33,91,22.82,Darius Jones,,,,,
1/5/19,Kekona,Tinajero,,70.5,148,74,8.5,,1.815,2.926,4.951,2.429,4.517,8.457,120,,108,32.87,-20.53,36.88,41,90,22.59,Kekona Tinajero,,,,,
1/5/19,Malik,Franklin,,0,0,0,0,89,1.824,2.964,5.07,2.488,4.689,7.78,116,27,87,,,,,0,0,Malik Franklin,,,,,
1/5/19,Randy,Behn,,0,0,0,0,81,1.948,3.223,5.591,2.598,4.847,8.05,107,26,89,,,,,0,0,Randy Behn,,,,,
1/5/19,Ryder,Fitch,,0,0,0,0,85,1.911,3.101,5.308,2.607,4.892,7.736,109.5,24.5,94,,,,,0,0,Ryder Fitch,,,,,
1/5/19,Matthew,Miller,,66,167,0,0,,1.795,2.975,5.173,2.571,5.646,7.673,110.5,,95,38.34,-11.74,37.54,24,88,21.97,Matthew Miller,,,,,
1/5/19,Dior,Boyd,,68.5,149,69,8.5,,1.812,2.949,5.074,2.476,4.609,7.906,115,,100,33.25,-18.67,34.09,39,88,21.91,Dior Boyd,,,,,
1/5/19,Dorian,Nowell,,73.5,226,75.5,9,94,1.921,3.095,5.293,DQ,DQ,7.976,,,90,42.33,-1.43,43.02,,84,20.98,Dorian Nowell,,,,,
1/5/19,Dylan,Downing,,0,0,0,0,91,2.057,3.313,5.758,2.691,5.067,8.563,116.5,25.5,82,,,,,0,0,Dylan Downing,,,,,
1/5/19,Elijah,Stokley,,0,0,0,0,86,2.251,3.708,6.476,3.12,5.77,8.768,113.5,27.5,70,,,,,0,0,Elijah Stokley,,,,,
1/5/19,Tristen,Coffey,,68.5,175,72.5,8.75,90,1.798,2.864,4.811,,,,121.5,31.5,,39.98,53.38,-17.3,,76,19.02,Tristen Coffey,,,,,
1/5/19,Jayden,Kelley,,73.5,162,73.5,9.5,,1.963,3.249,5.622,2.627,4.959,8.529,117,,95,28.44,-19.05,30.41,34,74,18.45,Jayden Kelley,,,,,
1/5/19,Carl,Allen,,69.5,143,75,8.75,,1.796,2.892,4.965,2.587,4.876,8.572,118,,97,32.78,-21.11,30.12,32,73,18.34,Carl Allen,,,,,
1/5/19,Mason,Frye,,72.5,144,75.5,9.5,,1.768,2.974,5.217,2.66,4.972,8.098,121.5,,103,34.6,-23.21,31.45,30,73,18.21,Mason Frye,,,,,
1/5/19,Alston,Hooker,,73.5,170,76.5,9.25,93,1.743,2.879,4.998,,,,123,30,,42.63,44.96,-22.46,,65,16.28,Alston Hooker,,,,,
1/5/19,Jayland,Parker,,72.5,183,73.5,9.5,,1.76,2.894,4.939,1.952,4.597,,120.5,,,44.57,-12.48,-18.52,48,62,15.45,Jayland Parker,,,,,
1/5/19,Javon,West,,0,0,0,0,87,1.793,2.898,5.073,2.371,4.537,7.915,120,33,17,,,,,0,0,Javon West,,,,,
1/5/19,Alex,Rocha,,73,200,0,10,,1.963,3.221,5.53,2.539,4.95,,121,,,35.11,-8.19,-14.8,42,54,13.59,Alex Rocha,,,,,
1/5/19,Jared,Gipson,,0,0,0,0,91,1.81,2.871,4.85,2.375,4.55,7.346,,,114,,,,,0,0,Jared Gipson,,,,,
1/5/19,Matthew,Kane,,0,0,0,0,84,1.825,2.968,5.093,2.357,4.51,,115.5,31.5,,,,,,0,0,Matthew Kane,,,,,
1/5/19,Mateo,Cartagena-Blakley,,0,0,0,0,,1.723,2.856,4.891,2.416,4.645,6.996,115.5,,112,,,,,0,0,Mateo Cartagena-Blakley,,,,,
1/5/19,Jeremiah,Mawali,,0,0,0,0,90.5,1.927,3.176,5.49,2.994,5.415,,121.5,31,,,,,,0,0,Jeremiah Mawali,,,,,
1/5/19,Gerand,Turner,,0,0,0,0,88,1.771,2.906,4.976,3.108,5.782,7.666,,,109,,,,,0,0,Gerand Turner,,,,,
1/5/19,Jamar,Sekona,,0,0,0,0,84,1.796,2.99,5.141,2.246,4.386,7.721,114,30,,,,,,0,0,Jamar Sekona,,,,,
1/5/19,Joshua,Norman,,66,147,68.5,8.5,81,1.843,3.001,5.158,2.115,4.159,7.472,,,,31.18,-17.25,-22.1,52,44,11.04,Joshua Norman,,,,,
1/5/19,Hunter,Helms,,0,0,0,0,,1.871,3.028,5.166,2.295,4.521,8.191,120,,101,,,,,0,0,Hunter Helms,,,,,
1/5/19,Micah,Cox,,0,0,0,0,,1.72,2.828,4.869,2.286,4.54,7.569,116,,100,,,,,0,0,Micah Cox,,,,,
1/5/19,Jaaymen,Rochell,,0,0,0,0,,1.934,3.112,5.278,2.565,4.767,7.825,116,,98,,,,,0,0,Jaaymen Rochell,,,,,
1/5/19,Brandon,Brown,,0,0,0,0,,1.877,3.05,5.299,2.632,4.79,8.179,119.5,,95,,,,,0,0,Brandon Brown,,,,,
1/5/19,Michael,Allen,,0,0,0,0,,1.92,3.113,5.336,2.723,5.817,8.874,121,,92,,,,,0,0,Michael Allen,,,,,
1/5/19,Jason,Lewis,,72,166,72.5,9.75,,1.949,3.195,5.491,2.44,4.769,8.335,,,,29.77,-16.76,-22.24,39,30,7.49,Jason Lewis,,,,,
1/5/19,Malachi,Corley,,71,0,0,0,84,1.882,3.047,5.16,2.469,4.601,8.43,120,36,109,,,,,0,0,Malachi Corley,,,,,
1/5/19,Brayden,Thomas,,69.5,0,74,8.75,89,1.836,2.932,4.939,2.477,4.8,7.859,118,29,91,,,,,0,0,Brayden Thomas,,,,,
1/5/19,Angel,Martinez,,71.5,0,0,0,88,1.973,3.274,5.76,2.555,4.852,8.828,111,23,87,,,,,0,0,Angel Martinez,,,,,
1/5/19,Remington,Adams,,78.5,0,0,0,101,2.109,3.386,5.829,2.854,5.426,7.333,124.5,23.5,96,,,,,0,0,Remington Adams,,,,,
1/4/18,Thomas,Temple,OL,71,311,75,,92,1.846,3.006,5.164,2.299,4.547,7.561,123,31,102,65.65,87.81,72.51,85,311,77.67,Thomas Temple,,,,,
1/4/18,Bryce,Ramsey,OL,73.5,366,80,,97.5,2.055,3.409,5.86,2.896,5.36,9.099,120,22.5,86,56,83.46,74.63,61,275,68.74,Bryce Ramsey,,,,,
1/4/18,Sean,Rhyan,OL,76,311,79,,95,1.907,3.147,5.495,2.482,5.153,7.997,129,34,101,59.55,90.04,67.98,58,276,68.94,Sean Rhyan,,,,,
1/4/18,Denver,Warren,DL,71.5,317,79,,96.5,1.887,3.157,5.436,2.691,5.011,8.431,120.5,24,95,62.64,74.64,69.53,65,271,67.83,Denver Warren,,,,,
1/4/18,Joshua,Harris,DL,74,316,76,,95,1.92,3.197,5.583,2.757,5.001,7.96,121,26,94,59.28,76.51,66.74,65,267,66.81,Joshua Harris,,,,,
1/4/18,Calel,Olicia-Aramboles,RB,70,249,77,,91.5,1.701,2.858,4.933,2.239,4.42,7.286,120,28.5,104,67.18,66.38,59.44,74,267,66.71,Calel Olicia-Aramboles,,,,,
1/4/18,Darnell,Wright,OL,76,294,82,,100,1.953,3.167,5.37,2.481,4.668,7.76,128,28,100,52.41,73,63.29,74,263,65.67,Darnell Wright,,,,,
1/4/18,Stacey,Wilkins,OL,76.5,287,82,,101,1.925,3.116,5.309,2.261,4.511,8.071,126.5,25.5,103,53.42,65.53,62.93,80,262,65.48,Stacey Wilkins,,,,,
1/4/18,Christian,Mahogany,OL,75,334,81,,100,2.014,3.331,5.731,2.595,4.809,8.314,115,15,95,54.29,58.02,70.88,77,260,65.02,Christian Mahogany,,,,,
1/4/18,Dylan,Mcmahon,OL,74,289,75,,97.5,1.952,3.19,5.539,2.393,4.535,8.03,123,25.5,98,51.59,68.05,62.5,79,261,65.37,Dylan Mcmahon,,,,,
1/4/18,Chidozie,Nwankwo,DL,70.5,292,77,,93.5,1.921,3.222,5.605,2.589,4.861,7.839,118.5,25,99,54.69,70.61,66.57,65,257,64.24,Chidozie Nwankwo,,,,,
1/4/18,Jeffery,Clark,DL,70.5,275,77,,93.5,2.034,3.357,5.789,2.267,4.28,8.743,115.5,22,94,43.39,59.75,59.57,90,253,63.13,Jeffery Clark,,,,,
1/4/18,Marist,Talavou,OL,73,321,79,,96,2.044,3.418,5.951,2.831,5.29,8.166,121.5,25.5,92,49.91,77.65,67.58,56,251,62.67,Marist Talavou,,,,,
1/4/18,Gentle,Hunt,DL,70,301,76,,91,2.016,3.304,5.791,2.646,5.053,8.691,117,26,93,48.78,75.55,65.69,60,250,62.44,Gentle Hunt,,,,,
1/4/18,Xzavior,Bowden,RB,71,232,77,,93,1.767,2.906,5.028,2.244,4.323,7.556,122.5,29.5,109,55.84,62.97,57.41,74,250,62.44,Xzavior Bowden,,,,,
1/4/18,Jack,Buford,OL,76,316,79,,100,1.99,3.273,5.7,2.672,5.041,8.501,121,21,94,53.24,64.63,65.15,63,246,61.55,Jack Buford,,,,,
1/4/18,Jalen,Rivers,OL,76,327,83,,104,1.981,3.317,5.829,2.803,5.221,8.634,123.5,19.5,88,55.85,64.57,64.36,59,244,60.9,Jalen Rivers,,,,,
1/4/18,Ronald,Brown,OL,72,287,77,,101,1.975,3.221,5.663,2.352,4.644,8.421,121,20,98,49.47,57.75,63.6,73,244,61.05,Ronald Brown,,,,,
1/4/18,Elijah,Wroten,OL,73.5,308,78,,99.5,1.869,3.092,5.327,2.583,5.062,8.444,116.5,17,91,62.64,56.16,63.46,61,243,60.77,Elijah Wroten,,,,,
1/4/18,Myles,Murphy,DL,75,256,81,,99,1.821,2.939,4.968,2.407,4.567,7.787,127.5,28.5,100,56.29,64.36,54.87,69,244,61.08,Myles Murphy,,,,,
1/4/18,Jordan,Jefferson,DL,75,280,79,,96.5,1.916,3.171,5.381,2.604,4.859,8.242,123,26.5,101,52.86,66.84,61.26,62,243,60.86,Jordan Jefferson,,,,,
1/4/18,Christian,Harris,WR,73,228,74,,96,1.775,2.841,4.744,2.309,4.542,7.67,128,32,122,54.13,65.44,62.36,62,244,61.06,Christian Harris,,,,,
1/4/18,Payton,Lamping,OL,71.5,275,77,,88.5,2,3.29,5.694,2.708,5.032,8.326,119,30.5,105,45.64,76.47,65.13,55,243,60.63,Payton Lamping,,,,,
1/4/18,John,Young,OL,76,302,80,,100,1.901,3.248,5.757,2.829,5.276,8.179,124,24,97,58.37,66.96,63.49,53,241,60.37,John Young,,,,,
1/4/18,Tarique,Barnes,LB,72,216,74,,91.5,1.604,2.699,4.606,2.236,4.434,7.696,121,29.5,110,69.5,57.78,53.32,63,244,61.01,Tarique Barnes,,,,,
1/4/18,John,Holland,OL,72.5,304,76,,95,2.02,3.354,5.79,2.696,5.08,8.724,118,23,91,48.97,68.22,63.28,59,240,59.96,John Holland,,,,,
1/4/18,Kevin,Pointer,DL,71.5,287,79,,96.5,2.005,3.249,5.538,2.639,4.878,7.953,120,23.5,98,47.28,65.36,63.99,63,240,59.99,Kevin Pointer,,,,,
1/4/18,Devin,Pitts,OL,72.5,290,81,,96.5,1.965,3.294,5.752,2.603,4.928,8.472,121,24.5,90,50.75,67.45,59.32,62,240,59.89,Devin Pitts,,,,,
1/4/18,Anthony,Womble,DL,71,277,74,,96.5,1.942,3.152,5.479,2.57,4.706,8.111,119.5,23,94,50.22,61.97,59.66,68,240,59.97,Anthony Womble,,,,,
1/4/18,Logan,O'Grady,OL,74,319,80,,93,2.106,3.465,6.01,2.845,5.239,8.869,117,24,86,45.35,73.22,62.85,57,238,59.55,Logan O'Grady,,,,,
1/4/18,Hakeem,Beamon,DL,73.5,243,82,,99.5,1.814,2.972,5.022,2.701,4.859,7.893,132,32.5,116,54.05,70.21,62.14,54,241,60.16,Hakeem Beamon,,,,,
1/4/18,Jamar,Sekona,DL,73,302,77,,96,1.997,3.252,5.637,2.75,5.147,8.583,120.5,24.5,89,50.35,70.36,61.25,57,239,59.67,Jamar Sekona,,,,,
1/4/18,Adrian,Medley,OL,74.5,293,82,,99.5,1.871,3.102,5.336,2.681,4.95,8.447,119.5,20,93,59.4,57.43,60.19,62,239,59.72,Adrian Medley,,,,,
1/4/18,Christopher,Morris,OL,74,265,79,,98.75,1.865,3.055,5.258,2.577,4.754,8.091,126,27.25,99,54.24,65.05,57.27,63,240,59.93,Christopher Morris,,,,,
1/4/18,Emery,Thompson,LB,71,232,75,,92.5,1.729,2.868,4.917,2.482,4.581,7.61,124,31.5,100,59.6,67.09,52.22,62,241,60.18,Emery Thompson,,,,,
1/4/18,Javon,Lyons,OL,72,309,80,,94.5,2.035,3.311,5.672,3.015,5.611,9.525,121.5,27,92,48.69,78.23,65.47,45,237,59.29,Javon Lyons,,,,,
1/4/18,Jamari,Williams,OL,73.5,296,77,,97.5,1.904,3.156,5.507,2.7,5.131,8.145,119.5,22,91,56.94,63.16,60.56,56,237,59.19,Jamari Williams,,,,,
1/4/18,Elijah,Higgins,WR,74,221,78,,92.5,1.746,2.809,4.777,2.431,4.534,7.54,126.5,34,115,55.13,66.85,55.84,61,239,59.63,Elijah Higgins,,,,,
1/4/18,Carson,Pharris,OL,78,298,80,,100,1.949,3.274,5.739,2.665,4.937,8.464,123,23,90,53.45,62.22,56.91,63,236,58.99,Carson Pharris,,,,,
1/4/18,Donovan,Jackson,OL,76.5,286,83,,98.75,1.897,3.172,5.571,2.628,4.945,7.932,121,22.25,100,55.63,58.55,60.95,61,236,58.92,Donovan Jackson,,,,,
1/4/18,Chris,Street,RB,67.5,189,71,,88.5,1.627,2.75,4.773,2.099,4.112,7.174,121,32.5,111,58.27,60.08,50.92,70,239,59.72,Chris Street,,,,,
1/4/18,Terrell,Dawkins,DL,75.5,237,77,,100,1.788,2.897,5.005,2.353,4.528,7.647,128.5,28.5,114,55.05,58.73,57.95,65,237,59.28,Terrell Dawkins,,,,,
1/4/18,Bryton,Constantin,LB,73,223,78,,96,1.776,2.928,5.017,2.212,4.218,7.185,123.5,27.5,109,52.86,54.8,53.65,76,237,59.35,Bryton Constantin,,,,,
1/4/18,Clyde,Pinder,DL,71,285,77,,95.5,2.021,3.269,5.578,2.714,5.01,8.083,119,23.5,101,45.84,65.2,65.64,58,235,58.68,Clyde Pinder,,,,,
1/4/18,Tyrion,Davis,RB,71.5,230,76,,94.5,1.787,2.862,4.814,2.339,4.557,7.676,123.5,29,114,53.52,61,59.42,62,236,59.04,Tyrion Davis,,,,,
1/4/18,Jacob,Rice,OL,73,295,76,,95,1.969,3.326,5.791,2.762,5.126,8.054,118.5,23.5,90,51.31,66.37,60.13,56,234,58.47,Jacob Rice,,,,,
1/4/18,Mark,Perry,DB,71,190,75,,93,1.674,2.773,4.742,2.236,4.237,7.221,128,35,125,53.78,62.74,56.47,64,237,59.24,Mark Perry,,,,,
1/4/18,Isreal,Isuman-Hundley,DL,76.5,230,82,,101,1.796,2.954,5.098,2.473,4.579,7.958,133,32,116,52.72,63.23,56.62,61,234,58.48,Isreal Isuman-Hundley,,,,,
1/4/18,Noa,Pola-Gates,DB,71,175,73,,92,1.604,2.666,4.545,2.058,4.017,6.564,127,35,122,56.31,58.62,51.1,69,235,58.79,Noa Pola-Gates,,,,,
1/4/18,Kyle,Weber,DL,70,255,72,,91.5,1.865,3.089,5.254,2.596,4.685,7.876,115.5,24,99,52.2,58.76,58,63,232,58.11,Kyle Weber,,,,,
